,class,order,family,species,AaM,log.AaM,longevity,juvSurv,juvMort,adMort,svl,birth.svl,repmode,Terr,AdTerr,na_count,IF
577,Actinopterygii,Perciformes,Sciaenidae,Atrobucca nibe,NA,NA,NA,NA,NA,NA,45,NA,0,0,0,7,0
578,Actinopterygii,Perciformes,Acanthuridae,Acanthurus tractus,NA,NA,NA,NA,NA,NA,38.1,NA,0,0,0,7,0
579,Actinopterygii,Perciformes,Acanthuridae,Acanthurus chirurgus,NA,NA,NA,NA,NA,NA,39,NA,0,0,0,7,0
580,Actinopterygii,Perciformes,Acanthuridae,Acanthurus coeruleus,NA,NA,NA,NA,NA,NA,39,NA,0,0,0,7,0
581,Actinopterygii,Siluriformes,Ariidae,Ariopsis assimilis,NA,NA,NA,NA,NA,NA,35,NA,0,0,0,7,0
582,Actinopterygii,Siluriformes,Ariidae,Notarius bonillai,NA,NA,NA,NA,NA,NA,80,NA,0,0,0,7,0
583,Actinopterygii,Siluriformes,Ariidae,Ariopsis felis,NA,NA,NA,NA,NA,NA,70,NA,0,0,0,7,0
584,Actinopterygii,Siluriformes,Ariidae,Sciades couma,NA,NA,NA,NA,NA,NA,97,NA,0,0,0,7,0
585,Actinopterygii,Siluriformes,Ariidae,Notarius grandicassis,NA,NA,NA,NA,NA,NA,63,NA,0,0,0,7,0
586,Actinopterygii,Scorpaeniformes,Platycephalidae,Platycephalus indicus,NA,NA,NA,NA,NA,NA,100,NA,0,0,0,7,0
587,Actinopterygii,Siluriformes,Ariidae,Sciades herzbergii,NA,NA,NA,NA,NA,NA,78.35,NA,0,0,0,7,0
588,Actinopterygii,Siluriformes,Ariidae,Sciades parkeri,NA,NA,NA,NA,NA,NA,190,NA,0,0,0,7,0
589,Actinopterygii,Siluriformes,Ariidae,Sciades passany,NA,NA,NA,NA,NA,NA,100,NA,0,0,0,7,0
590,Actinopterygii,Siluriformes,Ariidae,Amphiarius phrygiatus,NA,NA,NA,NA,NA,NA,35.5,NA,0,0,0,7,0
591,Actinopterygii,Siluriformes,Ariidae,Sciades proops,NA,NA,NA,NA,NA,NA,100,NA,0,0,0,7,0
592,Actinopterygii,Siluriformes,Ariidae,Aspistor quadriscutis,NA,NA,NA,NA,NA,NA,50,NA,0,0,0,7,0
593,Actinopterygii,Siluriformes,Ariidae,Amphiarius rugispinis,NA,NA,NA,NA,NA,NA,47,NA,0,0,0,7,0
594,Actinopterygii,Siluriformes,Ariidae,Bagre bagre,NA,NA,NA,NA,NA,NA,55,NA,0,0,0,7,0
595,Actinopterygii,Siluriformes,Ariidae,Bagre marinus,NA,NA,NA,NA,NA,NA,69,NA,0,0,0,7,0
596,Actinopterygii,Siluriformes,Ariidae,Cathorops spixii,NA,NA,NA,NA,NA,NA,30,NA,0,0,0,7,0
597,Actinopterygii,Perciformes,Ariommatidae,Ariomma bondi,NA,NA,NA,NA,NA,NA,30,NA,0,0,0,7,0
598,Actinopterygii,Perciformes,Ariommatidae,Ariomma regulus,NA,NA,NA,NA,NA,NA,25,NA,0,0,0,7,0
599,Actinopterygii,Siluriformes,Auchenipteridae,Pseudauchenipterus nodosus,NA,NA,NA,NA,NA,NA,22,NA,0,0,0,7,0
600,Actinopterygii,Syngnathiformes,Aulostomidae,Aulostomus maculatus,NA,NA,NA,NA,NA,NA,100,NA,0,0,0,7,0
601,Actinopterygii,Tetraodontiformes,Balistidae,Melichthys niger,NA,NA,NA,NA,NA,NA,50,NA,0,0,0,7,0
602,Actinopterygii,Batrachoidiformes,Batrachoididae,Amphichthys cryptocentrus,NA,NA,NA,NA,NA,NA,40,NA,0,0,0,7,0
603,Actinopterygii,Batrachoidiformes,Batrachoididae,Batrachoides manglae,NA,NA,NA,NA,NA,NA,30,NA,0,0,0,7,0
604,Actinopterygii,Batrachoidiformes,Batrachoididae,Batrachoides surinamensis,NA,NA,NA,NA,NA,NA,57,NA,0,0,0,7,0
605,Actinopterygii,Batrachoidiformes,Batrachoididae,Sanopus barbatus,NA,NA,NA,NA,NA,NA,41,NA,0,0,0,7,0
606,Actinopterygii,Batrachoidiformes,Batrachoididae,Thalassophryne maculosa,NA,NA,NA,NA,NA,NA,20,NA,0,0,0,7,0
607,Actinopterygii,Beloniformes,Belonidae,Ablennes hians,NA,NA,NA,NA,NA,NA,140,NA,0,0,0,7,0
608,Actinopterygii,Beloniformes,Belonidae,Platybelone argalus argalus,NA,NA,NA,NA,NA,NA,50,NA,0,0,0,7,0
609,Actinopterygii,Beloniformes,Belonidae,Strongylura marina,NA,NA,NA,NA,NA,NA,111,NA,0,0,0,7,0
610,Actinopterygii,Beloniformes,Belonidae,Strongylura timucu,NA,NA,NA,NA,NA,NA,61,NA,0,0,0,7,0
611,Actinopterygii,Beloniformes,Belonidae,Tylosurus acus acus,NA,NA,NA,NA,NA,NA,153,NA,0,0,0,7,0
612,Actinopterygii,Beloniformes,Belonidae,Tylosurus crocodilus,NA,NA,NA,NA,NA,NA,150,NA,0,0,0,7,0
613,Actinopterygii,Pleuronectiformes,Bothidae,Bothus lunatus,NA,NA,NA,NA,NA,NA,46,NA,0,0,0,7,0
614,Actinopterygii,Pleuronectiformes,Paralichthyidae,Cyclopsetta chittendeni,NA,NA,NA,NA,NA,NA,32,NA,0,0,0,7,0
615,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys albigutta,NA,NA,NA,NA,NA,NA,71,NA,0,0,0,7,0
616,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys lethostigma,NA,NA,NA,NA,NA,NA,83,NA,0,0,0,7,0
617,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys tropicus,NA,NA,NA,NA,NA,NA,50,NA,0,0,0,7,0
618,Actinopterygii,Perciformes,Malacanthidae,Caulolatilus chrysops,NA,NA,NA,NA,NA,NA,60,NA,0,0,0,7,0
619,Actinopterygii,Perciformes,Malacanthidae,Caulolatilus cyanops,NA,NA,NA,NA,NA,NA,60,NA,0,0,0,7,0
620,Actinopterygii,Perciformes,Malacanthidae,Caulolatilus guppyi,NA,NA,NA,NA,NA,NA,35,NA,0,0,0,7,0
621,Actinopterygii,Perciformes,Malacanthidae,Caulolatilus intermedius,NA,NA,NA,NA,NA,NA,60,NA,0,0,0,7,0
622,Actinopterygii,Perciformes,Malacanthidae,Caulolatilus microps,NA,NA,NA,NA,NA,NA,90,NA,0,0,0,7,0
623,Actinopterygii,Perciformes,Carangidae,Alectis ciliaris,NA,NA,NA,NA,NA,NA,150,NA,0,0,0,7,0
624,Actinopterygii,Siluriformes,Clariidae,Clarias platycephalus,NA,NA,NA,NA,NA,NA,37.6,NA,0,0,0,7,0
625,Actinopterygii,Perciformes,Carangidae,Decapterus macarellus,NA,NA,NA,NA,NA,NA,46,NA,0,0,0,7,0
626,Actinopterygii,Perciformes,Carangidae,Decapterus punctatus,NA,NA,NA,NA,NA,NA,30,NA,0,0,0,7,0
627,Actinopterygii,Perciformes,Carangidae,Decapterus tabl,NA,NA,NA,NA,NA,NA,50,NA,0,0,0,7,0
628,Actinopterygii,Perciformes,Carangidae,Hemicaranx amblyrhynchus,NA,NA,NA,NA,NA,NA,50,NA,0,0,0,7,0
629,Actinopterygii,Perciformes,Carangidae,Naucrates ductor,NA,NA,NA,NA,NA,NA,70,NA,0,0,0,7,0
630,Actinopterygii,Perciformes,Carangidae,Oligoplites palometa,NA,NA,NA,NA,NA,NA,49.7,NA,0,0,0,7,0
631,Actinopterygii,Perciformes,Carangidae,Oligoplites saliens,1,0,NA,NA,NA,0.5,50,NA,0,0,0,4,0
632,Actinopterygii,Perciformes,Carangidae,Oligoplites saurus,NA,NA,NA,NA,NA,NA,35,NA,0,0,0,7,0
633,Actinopterygii,Perciformes,Carangidae,Pseudocaranx dentex,2.5,0.916290732,NA,NA,NA,0.285714286,122,NA,0,0,0,4,0
634,Actinopterygii,Perciformes,Carangidae,Selene vomer,4.125,1.41706602,9.333333333,7.73E-07,15.0735707,0.195121951,48.3,NA,0,0,0,1,0
635,Actinopterygii,Perciformes,Carangidae,Seriola dumerili,1.5,0.405465108,10,2.35E-05,11.66045425,0.4,190,NA,0,0,0,1,0
636,Actinopterygii,Perciformes,Carangidae,Seriola fasciata,NA,NA,NA,NA,NA,NA,67.5,NA,0,0,0,7,0
637,Actinopterygii,Perciformes,Carangidae,Seriola rivoliana,NA,NA,NA,NA,NA,NA,160,NA,0,0,0,7,0
638,Actinopterygii,Perciformes,Carangidae,Seriola zonata,NA,NA,NA,NA,NA,NA,75,NA,0,0,0,7,0
639,Actinopterygii,Perciformes,Carangidae,Trachinotus cayennensis,NA,NA,NA,NA,NA,NA,60,NA,0,0,0,7,0
640,Actinopterygii,Perciformes,Carangidae,Trachinotus falcatus,2,0.693147181,10.33333333,4.10E-08,18.00847869,0.333333333,122,NA,0,0,0,1,0
641,Actinopterygii,Perciformes,Carangidae,Trachinotus goodei,NA,NA,NA,NA,NA,NA,50,NA,0,0,0,7,0
642,Actinopterygii,Perciformes,Carangidae,Uraspis secunda,NA,NA,NA,NA,NA,NA,50,NA,0,0,0,7,0
643,Actinopterygii,Perciformes,Centropomidae,Centropomus ensiferus,NA,NA,NA,NA,NA,NA,36.195,NA,0,0,0,7,0
644,Actinopterygii,Perciformes,Centropomidae,Centropomus parallelus,4.833333333,1.575536361,11.25,9.43E-08,17.17720278,0.171428571,72,NA,0,0,0,1,0
645,Actinopterygii,Perciformes,Centropomidae,Centropomus pectinatus,NA,NA,NA,NA,NA,NA,56,NA,0,0,0,7,0
646,Actinopterygii,Perciformes,Centropomidae,Centropomus poeyi,NA,NA,28.83333333,NA,NA,NA,90,NA,0,0,0,6,0
647,Actinopterygii,Anguilliformes,Congridae,Conger triporiceps,NA,NA,NA,NA,NA,NA,100,NA,0,0,0,7,0
648,Actinopterygii,Scorpaeniformes,Dactylopteridae,Dactylopterus volitans,NA,NA,NA,NA,NA,NA,50,NA,0,0,0,7,0
649,Actinopterygii,Tetraodontiformes,Diodontidae,Diodon hystrix,NA,NA,NA,NA,NA,NA,91,NA,0,0,0,7,0
650,Actinopterygii,Gadiformes,Gadidae,Trisopterus esmarkii,4.2925,1.456869314,19.5,6.26E-08,17.58608945,0.188946623,35,NA,0,0,0,1,0
651,Actinopterygii,Perciformes,Ephippidae,Chaetodipterus faber,NA,NA,6.666666667,NA,NA,NA,91,NA,0,0,0,6,0
652,Actinopterygii,Beloniformes,Exocoetidae,Cypselurus comatus,4.5,1.504077397,7.466666667,4.41E-05,11.02999795,0.181818182,30,NA,0,0,0,1,0
653,Actinopterygii,Beloniformes,Exocoetidae,Cheilopogon exsiliens,NA,NA,NA,NA,NA,NA,30,NA,0,0,0,7,0
654,Actinopterygii,Beloniformes,Exocoetidae,Cheilopogon furcatus,2.375,0.864997437,10,6.61E-07,15.22913672,0.296296296,35,NA,0,0,0,1,0
655,Actinopterygii,Beloniformes,Exocoetidae,Cheilopogon heterurus,NA,NA,NA,NA,NA,NA,40,NA,0,0,0,7,0
656,Actinopterygii,Beloniformes,Exocoetidae,Cheilopogon melanurus,NA,NA,NA,NA,NA,NA,32,NA,0,0,0,7,0
657,Actinopterygii,Beloniformes,Exocoetidae,Exocoetus obtusirostris,NA,NA,NA,NA,NA,NA,24,NA,0,0,0,7,0
658,Actinopterygii,Beloniformes,Exocoetidae,Exocoetus volitans,2.75,1.011600912,12.5,5.74E-07,15.37138364,0.266666667,30,NA,0,0,0,1,0
659,Actinopterygii,Beloniformes,Exocoetidae,Fodiator acutus,NA,NA,NA,NA,NA,NA,18,NA,0,0,0,7,0
660,Actinopterygii,Beloniformes,Exocoetidae,Hirundichthys oxycephalus,NA,NA,NA,NA,NA,NA,18,NA,0,0,0,7,0
661,Actinopterygii,Beloniformes,Exocoetidae,Hirundichthys rondeletii,6,1.791759469,NA,NA,NA,0.142857143,30,NA,0,0,0,4,0
662,Actinopterygii,Beloniformes,Exocoetidae,Hirundichthys speculiger,NA,NA,6,NA,NA,NA,25.1,NA,0,0,0,6,0
663,Actinopterygii,Beloniformes,Exocoetidae,Parexocoetus brachypterus,NA,NA,NA,NA,NA,NA,20,NA,0,0,0,7,0
664,Actinopterygii,Beloniformes,Exocoetidae,Prognichthys gibbifrons,NA,NA,NA,NA,NA,NA,19.5,NA,0,0,0,7,0
665,Actinopterygii,Perciformes,Gempylidae,Gempylus serpens,NA,NA,NA,NA,NA,NA,100,NA,0,0,0,7,0
666,Actinopterygii,Perciformes,Gempylidae,Lepidocybium flavobrunneum,NA,NA,5.5,NA,NA,NA,200,NA,0,0,0,6,0
667,Actinopterygii,Clupeiformes,Clupeidae,Sardinella aurita,2.5,0.916290732,32,NA,NA,0.285714286,36,NA,0,0,0,3,0
668,Actinopterygii,Perciformes,Gempylidae,Ruvettus pretiosus,NA,NA,21,NA,NA,NA,300,NA,0,0,0,6,0
669,Actinopterygii,Clupeiformes,Clupeidae,Sardinella hualiensis,2.5,0.916290732,NA,NA,NA,0.285714286,12.5,NA,0,0,0,4,0
670,Actinopterygii,Clupeiformes,Clupeidae,Sardinella maderensis,NA,NA,NA,NA,NA,NA,30,NA,0,0,0,7,0
671,Actinopterygii,Perciformes,Gerreidae,Diapterus rhombeus,NA,NA,NA,NA,NA,NA,40,NA,0,0,0,7,0
672,Actinopterygii,Perciformes,Gerreidae,Eucinostomus argenteus,4,1.386294361,20.5,2.16E-07,16.34590526,0.2,21,NA,0,0,0,1,0
673,Actinopterygii,Perciformes,Gerreidae,Eucinostomus gula,5,1.609437912,5.725,NA,NA,0.166666667,25.5,NA,0,0,0,3,0
674,Actinopterygii,Perciformes,Gerreidae,Eucinostomus havana,NA,NA,NA,NA,NA,NA,18,NA,0,0,0,7,0
675,Actinopterygii,Perciformes,Gerreidae,Eucinostomus melanopterus,NA,NA,NA,NA,NA,NA,30,NA,0,0,0,7,0
676,Actinopterygii,Perciformes,Gerreidae,Eugerres plumieri,NA,NA,NA,NA,NA,NA,40,NA,0,0,0,7,0
677,Actinopterygii,Perciformes,Gerreidae,Gerres cinereus,NA,NA,NA,NA,NA,NA,41,NA,0,0,0,7,0
678,Actinopterygii,Aulopiformes,Synodontidae,Saurida undosquamis,NA,NA,NA,NA,NA,NA,50,NA,0,0,0,7,0
679,Actinopterygii,Beloniformes,Hemiramphidae,Hemiramphus balao,NA,NA,NA,NA,NA,NA,40,NA,0,0,0,7,0
680,Actinopterygii,Beloniformes,Hemiramphidae,Hemiramphus bermudensis,NA,NA,NA,NA,NA,NA,44,NA,0,0,0,7,0
681,Actinopterygii,Beloniformes,Hemiramphidae,Hemiramphus brasiliensis,NA,NA,NA,NA,NA,NA,55,NA,0,0,0,7,0
682,Actinopterygii,Beloniformes,Hemiramphidae,Hyporhamphus unifasciatus,NA,NA,5,NA,NA,NA,30,NA,0,0,0,6,0
683,Actinopterygii,Perciformes,Kyphosidae,Kyphosus incisor,NA,NA,NA,NA,NA,NA,90,NA,0,0,0,7,0
684,Actinopterygii,Perciformes,Lutjanidae,Lutjanus fulgens,NA,NA,5,NA,NA,NA,60,NA,0,0,0,6,0
685,Actinopterygii,Lampriformes,Lampridae,Lampris guttatus,NA,NA,NA,NA,NA,NA,200,NA,0,0,0,7,0
686,Actinopterygii,Perciformes,Lobotidae,Lobotes surinamensis,NA,NA,NA,NA,NA,NA,110,NA,0,0,0,7,0
687,Actinopterygii,Lophiiformes,Lophiidae,Lophius gastrophysus,NA,NA,NA,NA,NA,NA,60,NA,0,0,0,7,0
688,Actinopterygii,Elopiformes,Megalopidae,Megalops atlanticus,NA,NA,NA,NA,NA,NA,250,NA,0,0,0,7,0
689,Actinopterygii,Gadiformes,Merlucciidae,Merluccius albidus,NA,NA,NA,NA,NA,NA,55.3,NA,0,0,0,7,0
690,Actinopterygii,Tetraodontiformes,Monacanthidae,Aluterus schoepfii,0.665,-0.407968238,NA,NA,NA,0.600600601,61,NA,0,0,0,4,0
691,Actinopterygii,Tetraodontiformes,Monacanthidae,Cantherhines pullus,NA,NA,NA,NA,NA,NA,20,NA,0,0,0,7,0
692,Actinopterygii,Beloniformes,Scomberesocidae,Scomberesox saurus,NA,NA,NA,NA,NA,NA,50,NA,0,0,0,7,0
693,Actinopterygii,Mugiliformes,Mugilidae,Agonostomus monticola,NA,NA,8,NA,NA,NA,36,NA,0,0,0,6,0
694,Actinopterygii,Mugiliformes,Mugilidae,Mugil curema,2,0.693147181,25,NA,NA,0.333333333,91,NA,0,0,0,3,0
695,Actinopterygii,Mugiliformes,Mugilidae,Mugil curvidens,NA,NA,NA,NA,NA,NA,34.3,NA,0,0,0,7,0
696,Actinopterygii,Mugiliformes,Mugilidae,Mugil hospes,NA,NA,NA,NA,NA,NA,35.5,NA,0,0,0,7,0
697,Actinopterygii,Mugiliformes,Mugilidae,Mugil incilis,NA,NA,NA,NA,NA,NA,37.5,NA,0,0,0,7,0
698,Actinopterygii,Mugiliformes,Mugilidae,Mugil liza,4.5,1.504077397,11,NA,NA,0.181818182,74.5,NA,0,0,0,3,0
699,Actinopterygii,Perciformes,Mullidae,Mulloidichthys martinicus,NA,NA,NA,NA,NA,NA,44.8,NA,0,0,0,7,0
700,Actinopterygii,Perciformes,Mullidae,Mullus auratus,NA,NA,23,NA,NA,NA,26,NA,0,0,0,6,0
701,Actinopterygii,Perciformes,Mullidae,Pseudupeneus maculatus,NA,NA,44,NA,NA,NA,30,NA,0,0,0,6,0
702,Actinopterygii,Perciformes,Mullidae,Upeneus parvus,NA,NA,NA,NA,NA,NA,30,NA,0,0,0,7,0
703,Actinopterygii,Anguilliformes,Muraenesocidae,Cynoponticus savanna,NA,NA,NA,NA,NA,NA,150,NA,0,0,0,7,0
704,Actinopterygii,Anguilliformes,Muraenidae,Channomuraena vittata,NA,NA,NA,NA,NA,NA,150,NA,0,0,0,7,0
705,Actinopterygii,Anguilliformes,Muraenidae,Enchelycore nigricans,NA,NA,NA,NA,NA,NA,100,NA,0,0,0,7,0
706,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax ocellatus,NA,NA,NA,NA,NA,NA,90,NA,0,0,0,7,0
707,Actinopterygii,Perciformes,Gobiidae,Istigobius hoshinonis,NA,NA,NA,NA,NA,NA,8.3,NA,0,0,0,7,0
708,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax miliaris,NA,NA,NA,NA,NA,NA,70,NA,0,0,0,7,0
709,Actinopterygii,Anguilliformes,Ophichthidae,Ophichthus gomesii,NA,NA,8,NA,NA,NA,91.4,NA,0,0,0,6,0
710,Actinopterygii,Anguilliformes,Ophichthidae,Ophichthus ophis,NA,NA,NA,NA,NA,NA,210,NA,0,0,0,7,0
711,Actinopterygii,Anguilliformes,Ophichthidae,Ophichthus spinicauda,NA,NA,NA,NA,NA,NA,107,NA,0,0,0,7,0
712,Actinopterygii,Tetraodontiformes,Ostraciidae,Lactophrys trigonus,NA,NA,NA,NA,NA,NA,55,NA,0,0,0,7,0
713,Actinopterygii,Tetraodontiformes,Ostraciidae,Lactophrys triqueter,NA,NA,NA,NA,NA,NA,47,NA,0,0,0,7,0
714,Actinopterygii,Perciformes,Polynemidae,Polydactylus octonemus,NA,NA,NA,NA,NA,NA,33,NA,0,0,0,7,0
715,Actinopterygii,Perciformes,Polynemidae,Polydactylus oligodon,0.197,-1.62455155,0.5,0.000679694,8.293867659,0.835421888,46,NA,0,0,0,1,0
716,Actinopterygii,Perciformes,Polynemidae,Polydactylus virginicus,1,0,2,NA,NA,0.5,33,NA,0,0,0,3,0
717,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus arcuatus,NA,NA,NA,NA,NA,NA,60,NA,0,0,0,7,0
718,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus paru,NA,NA,NA,NA,NA,NA,41.1,NA,0,0,0,7,0
719,Actinopterygii,Perciformes,Haemulidae,Anisotremus surinamensis,2,0.693147181,NA,NA,NA,0.333333333,76,NA,0,0,0,4,0
720,Actinopterygii,Perciformes,Haemulidae,Anisotremus virginicus,NA,NA,NA,NA,NA,NA,40.6,NA,0,0,0,7,0
721,Actinopterygii,Perciformes,Haemulidae,Haemulon album,NA,NA,NA,NA,NA,NA,79,NA,0,0,0,7,0
722,Actinopterygii,Clupeiformes,Engraulidae,Anchoa ischana,NA,NA,NA,NA,NA,NA,17,NA,0,0,0,7,0
723,Actinopterygii,Perciformes,Haemulidae,Haemulon aurolineatum,NA,NA,NA,NA,NA,NA,25,NA,0,0,0,7,0
724,Actinopterygii,Perciformes,Haemulidae,Haemulon bonariense,NA,NA,NA,NA,NA,NA,40,NA,0,0,0,7,0
725,Actinopterygii,Perciformes,Haemulidae,Haemulon boschmae,NA,NA,NA,NA,NA,NA,19,NA,0,0,0,7,0
726,Actinopterygii,Perciformes,Haemulidae,Haemulon carbonarium,NA,NA,NA,NA,NA,NA,36,NA,0,0,0,7,0
727,Actinopterygii,Clupeiformes,Engraulidae,Anchoa lyolepis,NA,NA,NA,NA,NA,NA,12,NA,0,0,0,7,0
728,Actinopterygii,Clupeiformes,Engraulidae,Anchoa hepsetus,NA,NA,NA,NA,NA,NA,15.3,NA,0,0,0,7,0
729,Actinopterygii,Perciformes,Haemulidae,Haemulon chrysargyreum,NA,NA,NA,NA,NA,NA,23,NA,0,0,0,7,0
730,Actinopterygii,Perciformes,Haemulidae,Haemulon flavolineatum,NA,NA,NA,NA,NA,NA,30,NA,0,0,0,7,0
731,Actinopterygii,Perciformes,Haemulidae,Haemulon macrostomum,NA,NA,NA,NA,NA,NA,43,NA,0,0,0,7,0
732,Actinopterygii,Clupeiformes,Engraulidae,Anchoa exigua,NA,NA,NA,NA,NA,NA,7.5,NA,0,0,0,7,0
733,Actinopterygii,Perciformes,Haemulidae,Haemulon melanurum,NA,NA,8.25,NA,NA,NA,33,NA,0,0,0,6,0
734,Actinopterygii,Perciformes,Haemulidae,Haemulon parra,1,0,4,0.00952381,5.65396035,0.5,41.2,NA,0,0,0,1,0
735,Actinopterygii,Perciformes,Haemulidae,Haemulon plumierii,NA,NA,NA,NA,NA,NA,53,NA,0,0,0,7,0
736,Actinopterygii,Perciformes,Haemulidae,Haemulon sciurus,NA,NA,NA,NA,NA,NA,46,NA,0,0,0,7,0
737,Actinopterygii,Perciformes,Haemulidae,Haemulon steindachneri,NA,NA,NA,NA,NA,NA,30,NA,0,0,0,7,0
738,Actinopterygii,Perciformes,Haemulidae,Haemulon striatum,NA,NA,NA,NA,NA,NA,28,NA,0,0,0,7,0
739,Actinopterygii,Perciformes,Haemulidae,Orthopristis ruber,NA,NA,NA,NA,NA,NA,40,NA,0,0,0,7,0
740,Actinopterygii,Perciformes,Haemulidae,Haemulopsis corvinaeformis,NA,NA,NA,NA,NA,NA,25,NA,0,0,0,7,0
741,Actinopterygii,Perciformes,Haemulidae,Pomadasys crocro,NA,NA,NA,NA,NA,NA,38,NA,0,0,0,7,0
742,Actinopterygii,Perciformes,Priacanthidae,Priacanthus arenatus,NA,NA,NA,NA,NA,NA,50,NA,0,0,0,7,0
743,Actinopterygii,Perciformes,Priacanthidae,Heteropriacanthus cruentatus,NA,NA,NA,NA,NA,NA,50.7,NA,0,0,0,7,0
744,Actinopterygii,Perciformes,Scaridae,Nicholsina usta,NA,NA,5,NA,NA,NA,30,NA,0,0,0,6,0
745,Actinopterygii,Perciformes,Scaridae,Scarus coelestinus,NA,NA,NA,NA,NA,NA,77,NA,0,0,0,7,0
746,Actinopterygii,Perciformes,Scaridae,Scarus coeruleus,NA,NA,NA,NA,NA,NA,120,NA,0,0,0,7,0
747,Actinopterygii,Perciformes,Scaridae,Scarus iseri,NA,NA,NA,NA,NA,NA,35,NA,0,0,0,7,0
748,Actinopterygii,Perciformes,Scaridae,Scarus guacamaia,NA,NA,NA,NA,NA,NA,120,NA,0,0,0,7,0
749,Actinopterygii,Perciformes,Scaridae,Scarus taeniopterus,NA,NA,NA,NA,NA,NA,35,NA,0,0,0,7,0
750,Actinopterygii,Perciformes,Scaridae,Scarus vetula,NA,NA,NA,NA,NA,NA,61,NA,0,0,0,7,0
751,Actinopterygii,Perciformes,Scaridae,Sparisoma aurofrenatum,NA,NA,NA,NA,NA,NA,28,NA,0,0,0,7,0
752,Actinopterygii,Perciformes,Scaridae,Sparisoma chrysopterum,NA,NA,24,NA,NA,NA,46,NA,0,0,0,6,0
753,Actinopterygii,Perciformes,Scaridae,Sparisoma rubripinne,NA,NA,NA,NA,NA,NA,47.8,NA,0,0,0,7,0
754,Actinopterygii,Perciformes,Scaridae,Sparisoma viride,NA,NA,NA,NA,NA,NA,64,NA,0,0,0,7,0
755,Actinopterygii,Perciformes,Sciaenidae,Corvula batabana,3,1.098612289,5,NA,NA,0.25,25,NA,0,0,0,3,0
756,Actinopterygii,Clupeiformes,Engraulidae,Anchoa nasus,4,1.386294361,10,3.33E-05,11.30895266,0.2,17,NA,0,0,0,1,0
757,Actinopterygii,Perciformes,Sparidae,Sparus aurata,NA,NA,NA,NA,NA,NA,70,NA,0,0,0,7,0
758,Actinopterygii,Perciformes,Sciaenidae,Bairdiella chrysoura,NA,NA,NA,NA,NA,NA,30,NA,0,0,0,7,0
759,Actinopterygii,Perciformes,Sciaenidae,Bairdiella ronchus,NA,NA,NA,NA,NA,NA,35,NA,0,0,0,7,0
760,Actinopterygii,Perciformes,Sciaenidae,Corvula sanctaeluciae,NA,NA,NA,NA,NA,NA,26,NA,0,0,0,7,0
761,Actinopterygii,Perciformes,Sciaenidae,Ctenosciaena gracilicirrhus,NA,NA,NA,NA,NA,NA,21,NA,0,0,0,7,0
762,Actinopterygii,Perciformes,Sciaenidae,Cynoscion acoupa,NA,NA,NA,NA,NA,NA,110,NA,0,0,0,7,0
763,Actinopterygii,Perciformes,Sciaenidae,Cynoscion arenarius,NA,NA,NA,NA,NA,NA,63.5,NA,0,0,0,7,0
764,Actinopterygii,Perciformes,Sciaenidae,Cynoscion jamaicensis,NA,NA,NA,NA,NA,NA,50,NA,0,0,0,7,0
765,Actinopterygii,Perciformes,Sciaenidae,Cynoscion leiarchus,NA,NA,NA,NA,NA,NA,90.8,NA,0,0,0,7,0
766,Actinopterygii,Perciformes,Sciaenidae,Cynoscion microlepidotus,NA,NA,NA,NA,NA,NA,85,NA,0,0,0,7,0
767,Actinopterygii,Perciformes,Sciaenidae,Cynoscion nothus,NA,NA,NA,NA,NA,NA,36,NA,0,0,0,7,0
768,Actinopterygii,Perciformes,Sciaenidae,Cynoscion similis,NA,NA,NA,NA,NA,NA,60,NA,0,0,0,7,0
769,Actinopterygii,Perciformes,Sciaenidae,Cynoscion steindachneri,NA,NA,NA,NA,NA,NA,110,NA,0,0,0,7,0
770,Actinopterygii,Perciformes,Sciaenidae,Cynoscion virescens,NA,NA,NA,NA,NA,NA,115,NA,0,0,0,7,0
771,Actinopterygii,Perciformes,Sciaenidae,Isopisthus parvipinnis,NA,NA,NA,NA,NA,NA,25,NA,0,0,0,7,0
772,Actinopterygii,Perciformes,Sciaenidae,Larimus breviceps,NA,NA,NA,NA,NA,NA,31,NA,0,0,0,7,0
773,Actinopterygii,Tetraodontiformes,Tetraodontidae,Sphoeroides maculatus,NA,NA,NA,NA,NA,NA,36,NA,0,0,0,7,0
774,Actinopterygii,Perciformes,Sciaenidae,Larimus fasciatus,NA,NA,NA,NA,NA,NA,25,NA,0,0,0,7,0
775,Actinopterygii,Perciformes,Sciaenidae,Lonchurus lanceolatus,NA,NA,NA,NA,NA,NA,30,NA,0,0,0,7,0
776,Actinopterygii,Perciformes,Sciaenidae,Nebris microps,NA,NA,NA,NA,NA,NA,40,NA,0,0,0,7,0
777,Actinopterygii,Perciformes,Sciaenidae,Odontoscion dentex,NA,NA,NA,NA,NA,NA,30,NA,0,0,0,7,0
