id,Order,Family,Genus,Species,Fos,Ter,Aqu,Arb,Body_mass_g,Age_at_maturity_min_y,Age_at_maturity_max_y,Body_size_mm,Size_at_maturity_min_mm,Size_at_maturity_max_mm,Longevity_max_y,Litter_size_min_n,Litter_size_max_n,Reproductive_output_y,Offspring_size_min_mm,Offspring_size_max_mm,Dir,Lar,Viv,OBS,Ped,"ref for ped (if animaldiversity.org, can just put 1)",Terr,AdTerr,IF,repmode,age_at_metamorphosis,age_at_metamorphosis_ref
Anf6384,Caudata,Plethodontidae,Ensatina,Ensatina eschscholtzii,NA,1,1,NA,61,2,3.5,149,48,55,15,3,25,1,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6385,Caudata,Plethodontidae,Hydromantes,Hydromantes brunus,NA,1,1,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6386,Caudata,Plethodontidae,Hydromantes,Hydromantes platycephalus,NA,1,1,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6387,Caudata,Plethodontidae,Hydromantes,Hydromantes shastae,NA,1,1,NA,NA,NA,NA,108,NA,NA,NA,9,12,1,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6388,Caudata,Plethodontidae,Karsenia,Karsenia koreana,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6389,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,1,NA,1,NA,NA,5,6,178,90,101,19.7,40,48,1,7,7.2,1,0,0,NA,,,0,1,1,2,,
Anf6390,Caudata,Plethodontidae,Plethodon,Plethodon ainsworthi,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6391,Caudata,Plethodontidae,Plethodon,Plethodon albagula,NA,1,1,NA,NA,2.5,2.5,163.5,NA,NA,6,8,15,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6392,Caudata,Plethodontidae,Plethodon,Plethodon amplus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6393,Caudata,Plethodontidae,Plethodon,Plethodon angusticlavius,NA,1,1,NA,1.2,NA,NA,79,NA,NA,NA,3,9,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6394,Caudata,Plethodontidae,Plethodon,Plethodon asupak,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6395,Caudata,Plethodontidae,Plethodon,Plethodon aureolus,NA,1,1,NA,NA,NA,NA,151,NA,NA,NA,NA,NA,NA,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6396,Caudata,Plethodontidae,Plethodon,Plethodon caddoensis,NA,1,1,NA,NA,NA,NA,111,40,40,6,4,11,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6398,Caudata,Plethodontidae,Plethodon,Plethodon cheoah,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6400,Caudata,Plethodontidae,Plethodon,Plethodon cinereus,NA,1,1,NA,65,1,5,412,32,62,25,1,14,1,3,4,1,0,0,NA,,,0,1,1,2,,
Anf6401,Caudata,Plethodontidae,Plethodon,Plethodon cylindraceus,NA,1,1,NA,NA,NA,NA,198,NA,NA,NA,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6402,Caudata,Plethodontidae,Plethodon,Plethodon dorsalis,NA,1,1,NA,NA,NA,NA,111,50,60,NA,3,9,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6403,Caudata,Plethodontidae,Plethodon,Plethodon dunni,NA,1,1,NA,NA,2,4,150,50,55,11,4,15,1,4.5,5.5,1,0,0,NA,,,0,1,1,2,,
Anf6404,Caudata,Plethodontidae,Plethodon,Plethodon electromorphus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6405,Caudata,Plethodontidae,Plethodon,Plethodon elongatus,NA,1,1,NA,NA,NA,NA,152,NA,NA,13.3,7,7,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6406,Caudata,Plethodontidae,Plethodon,Plethodon fourchensis,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6407,Caudata,Plethodontidae,Plethodon,Plethodon glutinosus,NA,1,1,NA,65,2.5,2.5,206,48,48,20.1,34,34,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6408,Caudata,Plethodontidae,Plethodon,Plethodon grobmani,NA,1,1,NA,NA,2,3,163.5,50,75,NA,10,22,1,20,22,1,0,0,NA,,,0,1,1,2,,
Anf6409,Caudata,Plethodontidae,Plethodon,Plethodon hoffmani,NA,1,1,NA,43,2.25,2.25,137,41,41,NA,3,8,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6410,Caudata,Plethodontidae,Plethodon,Plethodon hubrichti,NA,1,1,NA,NA,NA,NA,131,39,39,NA,5,15,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6411,Caudata,Plethodontidae,Plethodon,Plethodon idahoensis,NA,1,1,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6412,Caudata,Plethodontidae,Plethodon,Plethodon jordani,1,1,1,NA,4.94,3,5,184,NA,NA,19.8,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6413,Caudata,Plethodontidae,Plethodon,Plethodon kentucki,NA,1,1,NA,5.3,4.5,5,168,NA,NA,16,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6414,Caudata,Plethodontidae,Plethodon,Plethodon kiamichi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6415,Caudata,Plethodontidae,Plethodon,Plethodon kisatchie,NA,1,1,NA,NA,NA,NA,143,NA,NA,NA,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6416,Caudata,Plethodontidae,Plethodon,Plethodon larselli,NA,1,1,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6417,Caudata,Plethodontidae,Plethodon,Plethodon meridianus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6418,Caudata,Plethodontidae,Plethodon,Plethodon metcalfi,NA,1,1,1,8.36,3,4,137,50,50,25,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6420,Caudata,Plethodontidae,Plethodon,Plethodon montanus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6421,Caudata,Plethodontidae,Plethodon,Plethodon neomexicanus,NA,1,1,NA,NA,2,3,143,54.4,55.5,10,5,12,1,6.8,7.3,1,0,0,NA,,,0,1,1,2,,
Anf6422,Caudata,Plethodontidae,Plethodon,Plethodon nettingi,NA,1,1,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6424,Caudata,Plethodontidae,Plethodon,Plethodon ouachitae,NA,1,1,NA,NA,3,3,159,47,51,6,15.4,16.7,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6425,Caudata,Plethodontidae,Plethodon,Plethodon petraeus,NA,1,1,NA,NA,NA,NA,183,NA,NA,NA,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6426,Caudata,Plethodontidae,Plethodon,Plethodon punctatus,NA,1,1,NA,NA,3,3,171,49,59,15,7,16,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6427,Caudata,Plethodontidae,Plethodon,Plethodon richmondi,NA,1,1,NA,NA,3,3,143,48,50,NA,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6429,Caudata,Plethodontidae,Plethodon,Plethodon sequoyah,NA,1,1,NA,NA,NA,NA,148,NA,NA,NA,NA,NA,NA,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6430,Caudata,Plethodontidae,Plethodon,Plethodon serratus,NA,1,1,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6431,Caudata,Plethodontidae,Plethodon,Plethodon shenandoah,NA,1,1,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6432,Caudata,Plethodontidae,Plethodon,Plethodon sherando,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6433,Caudata,Plethodontidae,Plethodon,Plethodon shermani,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6434,Caudata,Plethodontidae,Plethodon,Plethodon stormi,NA,1,1,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6435,Caudata,Plethodontidae,Plethodon,Plethodon teyahalee,NA,1,1,NA,NA,5,5.3,180,NA,NA,25,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6436,Caudata,Plethodontidae,Plethodon,Plethodon vandykei,NA,1,1,NA,NA,NA,NA,123,44,47,NA,11,14,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6438,Caudata,Plethodontidae,Plethodon,Plethodon vehiculum,NA,1,1,NA,46,2.75,2.75,115,44,44,11.1,19,19,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6439,Caudata,Plethodontidae,Plethodon,Plethodon ventralis,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6440,Caudata,Plethodontidae,Plethodon,Plethodon virginia,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6441,Caudata,Plethodontidae,Plethodon,Plethodon websteri,NA,1,1,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6442,Caudata,Plethodontidae,Plethodon,Plethodon wehrlei,NA,1,1,NA,NA,NA,NA,168,NA,NA,NA,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6443,Caudata,Plethodontidae,Plethodon,Plethodon welleri,NA,1,1,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6444,Caudata,Plethodontidae,Plethodon,Plethodon yonahlossee,NA,1,1,NA,NA,3,3,221,NA,NA,NA,NA,NA,1,4,5,1,0,0,NA,,,0,1,1,2,,
Anf6445,Caudata,Plethodontidae,Speleomantes,Speleomantes ambrosii,NA,1,1,NA,2.26,4,5,125,NA,NA,NA,10,10,1,5,5,1,0,0,NA,,,0,1,1,2,,
Anf6446,Caudata,Plethodontidae,Speleomantes,Speleomantes flavus,NA,1,NA,NA,NA,NA,NA,150,NA,NA,NA,10,10,1,6.5,6.5,1,0,0,NA,,,0,1,1,2,,
Anf6447,Caudata,Plethodontidae,Speleomantes,Speleomantes imperialis,NA,1,1,NA,3.92,NA,NA,125,NA,NA,NA,10,10,1,6.5,6.5,1,0,0,NA,,,0,1,1,2,,
Anf6448,Caudata,Plethodontidae,Speleomantes,Speleomantes italicus,NA,1,1,NA,2.88,3.5,3.5,125,NA,NA,10.6,10,10,1,6.5,6.5,1,0,0,NA,,,0,1,1,2,,
Anf6449,Caudata,Plethodontidae,Speleomantes,Speleomantes sarrabusensis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,1,6.5,6.5,1,0,0,NA,,,0,1,1,2,,
Anf6450,Caudata,Plethodontidae,Speleomantes,Speleomantes strinatii,NA,1,1,NA,NA,3,5,63.5875,NA,NA,NA,NA,NA,1,6.5,6.5,1,0,0,NA,,,0,1,1,2,,
Anf6451,Caudata,Plethodontidae,Speleomantes,Speleomantes supramontis,NA,1,1,NA,5.08,2.5,2.5,135,NA,NA,NA,10,10,1,6.5,6.5,1,0,0,NA,,,0,1,1,2,,
Anf6453,Caudata,Plethodontidae,Eurycea,Eurycea bislineata,NA,1,1,NA,NA,3,4,123,61,67,NA,12,43,1,2.5,3,0,1,0,NA,,,0,1,1,4,,
Anf6454,Caudata,Plethodontidae,Eurycea,Eurycea chamberlaini,NA,1,1,NA,NA,NA,NA,81,20.5,28.7,NA,35,64,NA,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6455,Caudata,Plethodontidae,Eurycea,Eurycea chisholmensis,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6456,Caudata,Plethodontidae,Eurycea,Eurycea cirrigera,NA,1,1,NA,NA,2,4,NA,NA,NA,NA,12,110,1,2.5,2.5,0,1,0,NA,,,0,1,1,4,,
Anf6457,Caudata,Plethodontidae,Eurycea,Eurycea guttolineata,NA,1,1,NA,NA,NA,NA,140,63,66,NA,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6458,Caudata,Plethodontidae,Eurycea,Eurycea junaluska,NA,1,1,NA,NA,NA,NA,100,45,45,NA,41,68,1,3,3,0,1,0,NA,,,0,1,1,4,,
Anf6459,Caudata,Plethodontidae,Eurycea,Eurycea latitans,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6460,Caudata,Plethodontidae,Eurycea,Eurycea longicauda,NA,1,1,NA,NA,1,2,200,43,46,NA,61,106,1,2.5,3,0,1,0,NA,,,0,1,1,4,,
Anf6461,Caudata,Plethodontidae,Eurycea,Eurycea lucifuga,NA,1,1,NA,NA,3,3,181,NA,NA,9.1,73,73,1,3.2,3.2,0,1,0,NA,,,0,1,1,4,,
Anf6462,Caudata,Plethodontidae,Eurycea,Eurycea multiplicata,NA,NA,1,NA,NA,0.5,1,160,28,45,NA,2,21,1,2,2.6,0,1,0,NA,,,0,1,1,4,,
Anf6463,Caudata,Plethodontidae,Eurycea,Eurycea nana,NA,NA,1,NA,NA,1,1,51,19,23.5,3.7,33,33,1,1.5,2,0,1,0,NA,,,0,1,1,4,,
Anf6464,Caudata,Plethodontidae,Eurycea,Eurycea naufragia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6465,Caudata,Plethodontidae,Eurycea,Eurycea neotenes,NA,NA,1,NA,NA,NA,NA,105,NA,32.2,32.2,10,10,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6466,Caudata,Plethodontidae,Eurycea,Eurycea pterophila,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6467,Caudata,Plethodontidae,Eurycea,Eurycea quadridigitata,NA,1,1,NA,NA,1,2,90,36,38,3,7,62,1,1.8,1.8,0,1,0,NA,,,0,1,1,4,,
Anf6468,Caudata,Plethodontidae,Eurycea,Eurycea rathbuni,NA,NA,1,NA,NA,NA,NA,135,90,135,10.3,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6469,Caudata,Plethodontidae,Eurycea,Eurycea robusta,1,NA,1,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6470,Caudata,Plethodontidae,Eurycea,Eurycea sosorum,NA,NA,1,NA,NA,NA,NA,75,29.2,36.5,6,18,29,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6471,Caudata,Plethodontidae,Eurycea,Eurycea spelaea,NA,1,1,NA,NA,NA,NA,135,NA,NA,9.9,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6472,Caudata,Plethodontidae,Eurycea,Eurycea tonkawae,NA,NA,1,NA,NA,NA,NA,54,30.5,30.5,NA,NA,NA,1,NA,NA,0,1,0,NA,1,,0,0,1,1,,
Anf6473,Caudata,Plethodontidae,Eurycea,Eurycea tridentifera,NA,1,1,NA,NA,NA,NA,85,22,32,NA,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6474,Caudata,Plethodontidae,Eurycea,Eurycea troglodytes,NA,1,1,NA,NA,2,2,75,30,32,NA,NA,NA,NA,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6475,Caudata,Plethodontidae,Eurycea,Eurycea tynerensis,NA,NA,1,NA,NA,2,3,80,26,26,NA,1,11,1,1.5,1.8,0,1,0,NA,,,0,1,1,4,,
Anf6476,Caudata,Plethodontidae,Eurycea,Eurycea wallacei,NA,1,1,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6477,Caudata,Plethodontidae,Eurycea,Eurycea waterlooensis,NA,NA,1,NA,NA,1.5,2,79,48,55,NA,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6478,Caudata,Plethodontidae,Eurycea,Eurycea wilderae,NA,1,1,NA,NA,3,4,96,25,92,5,8,56,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6479,Caudata,Plethodontidae,Gyrinophilus,Gyrinophilus gulolineatus,NA,1,1,NA,NA,NA,NA,NA,122,122,NA,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6480,Caudata,Plethodontidae,Gyrinophilus,Gyrinophilus palleucus,NA,1,1,NA,NA,NA,NA,184,NA,NA,18.5,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6481,Caudata,Plethodontidae,Gyrinophilus,Gyrinophilus porphyriticus,NA,1,1,NA,NA,4,4,232,100,100,18.5,16,106,1,3.5,4,0,1,0,NA,,,0,1,1,4,,
Anf6482,Caudata,Plethodontidae,Gyrinophilus,Gyrinophilus subterraneus,NA,1,1,NA,NA,NA,NA,177,150,150,NA,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6484,Caudata,Plethodontidae,Pseudotriton,Pseudotriton montanus,NA,1,1,NA,NA,3,4.5,207,80,125,15.1,77,192,1,3.5,3.5,0,1,0,NA,,,0,1,1,4,,
Anf6485,Caudata,Plethodontidae,Pseudotriton,Pseudotriton ruber,NA,1,1,NA,NA,4,5,181,75,90,20.1,29,130,1,4,4.2,0,1,0,NA,,,0,1,1,4,,
Anf6486,Caudata,Plethodontidae,Stereochilus,Stereochilus marginatus,NA,NA,1,NA,NA,1.5,4,114,60,70,NA,16,121,1,2,3.4,0,1,0,NA,,,0,1,1,4,,
Anf6488,Caudata,Proteidae,Necturus,Necturus alabamensis,1,NA,1,NA,NA,5,5,216,20.5,20.5,NA,NA,NA,1,NA,NA,0,1,0,NA,1,,0,0,1,1,,
Anf6489,Caudata,Proteidae,Necturus,Necturus beyeri,1,NA,1,NA,NA,5,5,222,20,20,NA,NA,NA,1,NA,NA,0,1,0,NA,1,,0,0,1,1,,
Anf6490,Caudata,Proteidae,Necturus,Necturus lewisi,1,NA,1,NA,NA,5,6.5,276,100,102,NA,19,36,1,NA,NA,0,1,0,NA,1,,0,0,1,1,,
Anf6491,Caudata,Proteidae,Necturus,Necturus maculosus,1,NA,1,NA,220.1,5,8,486,127,200,34,36,68,1,5,6,0,1,0,NA,1,,0,0,1,1,,
Anf6492,Caudata,Proteidae,Necturus,Necturus punctatus,1,NA,1,NA,NA,5,5,189,20,20,NA,30,30,1,NA,NA,0,1,0,NA,1,,0,0,1,1,,
Anf6493,Caudata,Proteidae,Proteus,Proteus anguinus,NA,NA,1,NA,17,7,12,250,200,200,12,70,70,0.08,4,5,0,1,0,NA,1,,0,0,1,1,,
Anf6494,Caudata,Rhyacotritonidae,Rhyacotriton,Rhyacotriton cascadae,NA,1,1,1,NA,NA,NA,110,NA,NA,10,2,14,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6495,Caudata,Rhyacotritonidae,Rhyacotriton,Rhyacotriton kezeri,NA,1,1,1,NA,NA,NA,115,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6496,Caudata,Rhyacotritonidae,Rhyacotriton,Rhyacotriton olympicus,NA,1,1,1,NA,4.5,6,117,NA,NA,10,7,12,1,4,4,0,1,0,NA,,,0,1,1,4,,
Anf6497,Caudata,Rhyacotritonidae,Rhyacotriton,Rhyacotriton variegatus,NA,1,1,1,NA,1.5,1.5,115,NA,NA,NA,11,11,1,2,2,0,1,0,NA,,,0,1,1,4,,
Anf6498,Caudata,Salamandridae,Calotriton,Calotriton arnoldi,NA,NA,1,NA,NA,NA,NA,102,NA,NA,NA,20,20,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6499,Caudata,Salamandridae,Calotriton,Calotriton asper,NA,1,1,NA,7.1,2,4,160,NA,NA,26,20,30,1,3.5,5,0,1,0,NA,,,0,1,1,4,,
Anf6500,Caudata,Salamandridae,Cynops,Cynops ensicauda,1,1,1,NA,NA,NA,NA,179,NA,NA,17.9,NA,NA,1,2.8,2.8,0,1,0,NA,,,0,1,1,4,,
Anf6501,Caudata,Salamandridae,Cynops,Cynops pyrrhogaster,NA,1,1,NA,6.7,4.5,5.3,140,NA,NA,25,200,200,1,1.8,2,0,1,0,NA,,,0,1,1,4,,
Anf6502,Caudata,Salamandridae,Echinotriton,Echinotriton andersoni,NA,1,1,1,NA,NA,NA,205,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6503,Caudata,Salamandridae,Echinotriton,Echinotriton chinhaiensis,NA,1,1,1,NA,NA,NA,140,NA,NA,NA,72,94,1,3.2,3.8,0,1,0,NA,,,0,1,1,4,,
Anf6504,Caudata,Salamandridae,Euproctus,Euproctus montanus,1,1,1,NA,2.5,3,4,130,NA,NA,NA,60,60,1,2.5,2.5,0,1,0,NA,,,0,1,1,4,,
Anf6505,Caudata,Salamandridae,Euproctus,Euproctus platycephalus,1,1,1,NA,5.1,2.5,2.5,150,NA,NA,NA,220,220,1,3,3,0,1,0,NA,,,0,1,1,4,,
Anf6514,Caudata,Salamandridae,Lissotriton,Lissotriton boscai,NA,1,1,NA,1.77,3,3,100,26,32,8,250,250,1,2,2,0,1,0,NA,,,0,1,1,4,,
Anf6516,Caudata,Salamandridae,Lissotriton,Lissotriton helveticus,NA,NA,1,NA,1.8,2,5,95,30,30,11,460,460,1,1.5,1.5,0,1,0,NA,1,,0,0,1,1,,
Anf6517,Caudata,Salamandridae,Lissotriton,Lissotriton italicus,NA,1,NA,NA,0.98,NA,NA,80,NA,NA,NA,400,400,1,1.5,1.5,0,1,0,NA,,,0,1,1,4,,
Anf6522,Caudata,Salamandridae,Lissotriton,Lissotriton montandoni,NA,1,NA,NA,2.6,3,3,100,NA,NA,NA,250,250,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6523,Caudata,Salamandridae,Lissotriton,Lissotriton vulgaris,NA,1,NA,NA,3.1,2,3,110,NA,NA,20,300,300,1,1.5,1.5,0,1,0,NA,,,0,1,1,4,,
Anf6524,Caudata,Salamandridae,Neurergus,Neurergus crocatus,NA,1,1,NA,13.4,2.5,8,76,NA,NA,17,NA,NA,1,1.5,2,0,1,0,NA,,,0,1,1,4,,
Anf6525,Caudata,Salamandridae,Neurergus,Neurergus kaiseri,NA,1,1,NA,NA,NA,NA,158,NA,NA,8,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6526,Caudata,Salamandridae,Neurergus,Neurergus microspilotus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6527,Caudata,Salamandridae,Neurergus,Neurergus strauchii,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.6,3,0,1,0,NA,,,0,1,1,4,,
Anf6528,Caudata,Salamandridae,Notophthalmus,Notophthalmus meridionalis,NA,1,1,1,NA,NA,NA,110,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6529,Caudata,Salamandridae,Notophthalmus,Notophthalmus perstriatus,NA,1,1,1,NA,1.3,1.3,105,NA,NA,12.9,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6530,Caudata,Salamandridae,Notophthalmus,Notophthalmus viridescens,NA,1,1,1,3.9,0.5,5.5,140,51,90,25,200,375,1,1.5,1.5,0,1,0,NA,,,0,1,1,4,,
Anf6531,Caudata,Salamandridae,Ommatotriton,Ommatotriton ophryticus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6532,Caudata,Salamandridae,Ommatotriton,Ommatotriton vittatus,NA,1,NA,NA,8.1,2,3.3,60,NA,NA,16,NA,NA,1,1.8,2.3,0,1,0,NA,,,0,1,1,4,,
Anf6534,Caudata,Salamandridae,Pachytriton,Pachytriton brevipes,NA,NA,1,NA,NA,NA,NA,193,NA,NA,6.5,30,60,1,3.5,3.5,0,1,0,NA,,,0,1,1,4,,
Anf6535,Caudata,Salamandridae,Pachytriton,Pachytriton labiatus,1,NA,1,NA,NA,NA,NA,198,NA,NA,NA,40,40,1,4.7,5.3,0,1,0,NA,,,0,1,1,4,,
Anf6536,Caudata,Salamandridae,Paramesotriton,Paramesotriton caudopunctatus,NA,NA,1,NA,NA,NA,NA,154,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6537,Caudata,Salamandridae,Paramesotriton,Paramesotriton chinensis,NA,NA,1,NA,NA,NA,NA,151,NA,NA,10.3,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6538,Caudata,Salamandridae,Paramesotriton,Paramesotriton deloustali,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6540,Caudata,Salamandridae,Paramesotriton,Paramesotriton fuzhongensis,NA,NA,1,NA,NA,NA,NA,210,NA,NA,NA,NA,NA,1,2.5,3,0,1,0,NA,,,0,1,1,4,,
Anf6541,Caudata,Salamandridae,Paramesotriton,Paramesotriton guanxiensis,NA,NA,1,NA,NA,NA,NA,139,NA,NA,NA,115,115,1,2.9,2.9,0,1,0,NA,,,0,1,1,4,,
Anf6542,Caudata,Salamandridae,Paramesotriton,Paramesotriton hongkongensis,NA,NA,1,NA,12,NA,NA,143,NA,NA,NA,115,115,1,2.9,2.9,0,1,0,NA,,,0,1,1,4,,
Anf6546,Caudata,Salamandridae,Pleurodeles,Pleurodeles nebulosus,NA,NA,1,NA,NA,1.5,1.5,181,NA,NA,6,100,200,1,1.2,1.2,0,1,0,NA,,,0,1,1,4,,
Anf6547,Caudata,Salamandridae,Pleurodeles,Pleurodeles poireti,1,NA,1,NA,NA,NA,NA,185,NA,NA,14,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6548,Caudata,Salamandridae,Pleurodeles,Pleurodeles waltl,1,NA,1,NA,25.8,1.5,1.5,300,NA,NA,19.5,150,1400,1,1.7,2,0,1,0,NA,,,0,1,1,4,,
